Item SKU,Store,Supplier,Cost per Unit ($),On Hand,Annual Demand
7919,3480,C,181.74,81,840
7919,31779,B,1280.21,112,1051
7919,80212,B,689.47,102,905
7919,80212,C,577.8,54,480
7919,80212,D,1527.04,145,1284
7926,3480,A,1155.13,0,0
7926,3480,B,1176.28,187,1792
7926,1611,A,1176.76,6,53
7926,1611,B,1199.13,116,1001
7926,1611,C,387.28,82,776
7926,20109,A,1448.69,147,1378
7926,20109,C,523.66,124,1210
7926,20109,D,915.36,142,1331
7926,31779,B,787.5,127,1276
7926,31779,D,944.75,44,459
7926,80212,A,1301.66,158,1585
7927,3480,A,222.22,61,614
7927,1611,B,1449.35,174,1769
7927,1611,C,984.46,154,1356
7927,31779,A,538.2,154,1367
7927,31779,B,994.83,190,1868
7927,31779,D,56.36,185,1792
7927,80212,B,373.01,38,394
7927,80212,D,1053.09,42,359
7936,3480,A,1857.27,9,84
7936,3480,C,770.93,26,234
7936,1611,A,964.26,200,1769
7936,1611,B,371.02,57,594
7936,1611,D,482.5,5,49
7936,31779,C,1688.43,142,1234
7936,80212,B,182.73,157,1557
7936,80212,C,1563.14,156,1569
7936,80212,D,222.82,61,530
7947,20109,A,1314.57,172,1610
7947,31779,C,266.15,15,160
7947,31779,D,1319.03,177,1541
7947,80212,A,947.44,100,1008
7949,3480,C,973.33,77,783
7949,3480,D,950.61,117,1170
7949,1611,A,1254.45,11,105
7949,20109,B,460.29,128,1246
7949,20109,D,347.38,114,1087
7949,31779,B,138.27,29,246
7949,31779,D,1459.05,72,745
7961,3480,A,1833.43,134,1223
7961,3480,C,1207.65,185,1628
7961,1611,B,1170.24,74,650
7961,1611,C,1806.54,124,1183
7961,1611,D,1439.11,89,779
7961,20109,A,301.85,168,1536
7961,20109,B,967.41,142,1212
7961,20109,C,1470.68,172,1518
7961,31779,B,294,162,1570
7961,80212,A,1455.46,19,202
7961,80212,C,802.64,111,988
7975,3480,B,29.46,120,1200
7975,3480,C,878,145,1400
7975,1611,C,266.72,195,1920
7975,1611,D,310.88,197,1743
7975,31779,A,769.92,8,67
7975,80212,A,630.42,104,936
7975,80212,B,781.4,159,1426
7976,3480,A,1152.73,153,1475
7976,1611,C,1661.62,14,127
7976,20109,A,796.74,64,679
7976,20109,C,61.83,121,1118
7976,31779,B,559.16,26,246
7976,31779,C,956.62,14,122
7976,80212,C,1054.93,72,724
7980,3480,A,854.58,50,479
7980,3480,B,800.78,183,1601
7980,3480,D,1958.11,110,1044
7980,1611,B,694.57,97,821
7980,1611,C,1754.47,90,954
7980,1611,D,1550.39,101,1075
7980,20109,C,278.79,139,1206
7980,31779,C,249.67,96,973
7980,80212,A,85.54,125,1275
7980,80212,B,1725.27,24,250
7980,80212,D,1038.13,65,683
7982,3480,A,83.66,117,1003
7982,3480,C,786.67,23,198
7982,1611,A,1384.66,185,1946
7982,1611,B,1283.33,67,670
7982,1611,C,1262.63,3,32
7982,1611,D,146.8,81,743
7982,20109,B,1162.35,142,1435
7982,20109,C,854.5,11,101
7982,20109,D,646.03,130,1309
7982,31779,B,1067.27,117,1000
7982,31779,C,1817.88,181,1920
7982,31779,D,38.15,158,1654
7982,80212,B,1687.67,55,577
7982,80212,C,1868.1,109,1085
7982,80212,D,808.21,85,917
7993,3480,A,1760.9,3,31
7993,3480,C,68.23,35,317
7993,3480,D,1437.07,128,1105
7993,1611,A,1013.16,142,1296
7993,1611,B,434.49,123,1065
7993,1611,C,1860.34,135,1433
7993,20109,B,1951.57,168,1458
7993,20109,C,372.99,75,803
7993,20109,D,355.88,149,1541
7993,80212,A,1434.7,160,1693
7993,80212,B,1325.92,13,127
7993,80212,C,1765.21,173,1860
7995,3480,A,613.84,41,439
7995,3480,B,840.96,106,1010
7995,3480,C,1086.48,92,843
7995,20109,A,1863.56,183,1815
7995,20109,B,1061.86,86,787
7995,20109,C,40.2,181,1873
7995,31779,B,1015.02,173,1832
7995,80212,B,97.91,77,772
8000,3480,A,0,80,805
8000,3480,B,0,87,849
8000,1611,B,0,63,570
8000,20109,A,0,94,840
8000,31779,A,0,170,1645
8000,31779,C,0,99,871
8000,80212,B,0,31,285
8003,3480,B,3.8,43,450
8003,3480,C,4.45,39,374
8003,3480,D,2.57,2,20
8003,1611,A,3.23,61,637
8003,1611,C,5.88,6,58
8003,31779,A,2.84,119,1101
8003,80212,C,5.65,188,1746
8004,3480,C,6.89,18,180
8004,3480,D,7.02,89,754
8004,1611,A,0.3,188,1970
8004,1611,B,6.59,98,907
8004,1611,C,6.48,194,1937
8004,1611,D,5.58,192,1883
8004,31779,C,6.2,146,1379
8004,80212,C,5,194,2000
8013,1611,B,15.47,54,460
8013,1611,D,18.36,28,254
8013,20109,A,20.48,182,1724
8013,20109,B,20.05,142,1323
8013,20109,D,22.31,163,1712
8013,31779,A,2.56,144,1538
8013,80212,B,16.47,77,704
8015,3480,B,6.41,162,1473
8015,3480,C,1.72,58,510
8015,20109,A,2.64,65,678
8015,20109,C,27.95,134,1291
8015,80212,B,2.67,25,269
8015,80212,D,28.59,136,1355
8020,3480,C,30.3,63,559
8020,20109,A,5.97,24,228
8020,20109,B,38.41,96,961
8020,20109,C,10.56,44,450
8020,20109,D,0.14,116,1229
8020,31779,B,26.14,24,210
8020,31779,C,15.58,96,981
8020,31779,D,25.69,106,961
8024,3480,A,9.38,199,1784
8024,3480,D,30.15,155,1592
8024,1611,A,43.6,183,1739
8024,1611,B,42.62,96,1030
8024,20109,A,47.59,67,566
8024,20109,B,25.33,196,1950
8024,31779,A,21.89,113,1112
8024,31779,B,8.2,197,1970
8024,80212,A,22.43,52,493
8024,80212,B,14.8,179,1727
8024,80212,D,3.75,113,976
8031,3480,B,20.27,28,247
8031,3480,C,56.93,10,96
8031,3480,D,55.03,71,646
8031,1611,A,19.51,135,1344
8031,1611,B,16.1,16,154
8031,20109,C,53.41,175,1581
8031,80212,A,45.69,141,1511
8037,1611,A,50.42,96,899
8037,1611,B,58.27,159,1678
8037,1611,D,70.22,173,1482
8037,20109,A,20.16,57,510
8037,20109,B,16.21,148,1494
8037,20109,C,33.3,103,995
8037,80212,B,70.61,41,381
8037,80212,C,28.01,133,1183
8039,3480,C,53.47,166,1559
8039,1611,D,63.41,86,827
8039,20109,C,21.73,140,1325
8039,31779,B,30.51,8,82
8039,31779,C,77.5,149,1452
8042,20109,A,20.32,187,1942
8042,20109,B,17.96,101,1003
8042,20109,C,74.86,9,90
8042,20109,D,66.56,133,1402
8042,31779,C,10.02,11,93
8042,80212,A,21.78,86,745
8042,80212,B,59.08,18,168
8054,1611,B,27.1,189,1829
8054,20109,B,87.92,18,152
8054,20109,C,68.19,88,942
8054,80212,B,58.18,196,1904
8054,80212,D,30.66,35,352
8055,3480,A,103.29,148,1256
8055,3480,B,34.43,95,859
8055,3480,C,3.11,182,1600
8055,20109,C,90.82,196,1913
8055,20109,D,38.89,69,605
8055,80212,B,75.87,107,1042
8064,3480,A,84.88,61,543
8064,3480,C,33.41,101,959
8064,1611,A,49.93,3,27
8064,1611,D,114.69,34,349
8064,31779,A,113.23,5,52
8064,31779,C,61.99,153,1635
8064,31779,D,57.2,66,585
8064,80212,A,93.18,154,1615
8067,3480,B,130,166,1671
8067,1611,B,16.96,60,646
8067,1611,D,50.82,84,796
8067,31779,A,72.59,78,778
8067,31779,C,81.06,66,668
8067,80212,B,43.21,28,299
8067,80212,C,118.65,160,1528
8069,3480,B,24.81,195,1850
8069,1611,B,15.02,6,57
8069,1611,D,79.54,151,1376
8069,20109,A,36.27,192,1702
8069,31779,B,14.02,67,602
8069,31779,C,45.57,18,181
8069,80212,C,96.02,63,568
8077,1611,A,62.92,154,1569
8077,20109,A,62.77,82,729
8077,20109,B,99.89,75,801
8077,20109,C,30.31,83,877
8077,31779,A,42.99,155,1463
8077,31779,B,127.78,74,655
8077,31779,C,55.59,94,988
8077,31779,D,108.47,95,1022
8077,80212,A,38.02,173,1721
8077,80212,B,52.72,173,1480
8080,3480,B,32.52,180,1860
8080,3480,C,94,35,305
8080,1611,C,85.19,38,375
8080,20109,A,73.31,63,566
8080,20109,D,140.65,128,1333
8080,80212,A,139.15,100,924
8080,80212,C,71.34,105,1107
8085,1611,B,151.04,78,658
8085,20109,A,83.05,69,628
8085,20109,B,54.17,9,79
8085,31779,B,42,144,1549
8085,80212,A,148.45,53,509
8085,80212,B,103.35,136,1314
8085,80212,D,101.8,131,1181
8087,3480,A,62.89,111,1138
8087,3480,B,14.29,52,544
8087,1611,A,155.67,71,597
8087,1611,B,85.37,141,1440
8087,20109,A,9.21,181,1847
8087,20109,C,68.77,72,775
8087,31779,B,128.39,101,1054
8087,80212,C,166.88,44,374
8088,3480,B,174.53,160,1374
8088,3480,C,13.12,182,1680
8088,3480,D,59.19,100,1051
8088,1611,A,56.15,117,1053
8088,1611,C,137.92,51,447
8088,1611,D,99.95,112,1121
8088,20109,A,25.69,181,1933
8088,20109,B,79.07,92,965
8088,20109,C,38.24,168,1624
8088,20109,D,41.67,186,1822
8088,31779,A,117.7,137,1171
8088,80212,A,169.09,150,1422
8088,80212,B,20.87,197,1689
8088,80212,C,65.17,178,1621
8092,3480,A,44.25,13,110
8092,3480,D,11.38,166,1788
8092,20109,B,9.29,125,1268
8092,31779,A,155.11,5,53
8092,31779,B,44.32,87,757
8092,31779,D,35.9,168,1811
8092,80212,A,181.34,113,984
8092,80212,C,26,6,61
8102,1611,B,138.34,149,1545
8102,20109,B,192.17,134,1340
8102,20109,C,78.87,46,427
8102,31779,C,131.71,179,1592
8102,80212,C,53.68,128,1115
8102,80212,D,170.7,11,102
8111,3480,C,72.99,193,1988
8111,1611,C,105.51,192,1685
8111,1611,D,101.91,186,1944
8111,20109,B,125.1,99,935
8111,20109,C,54.9,144,1248
8111,20109,D,89.99,129,1223
8111,31779,B,184.39,58,599
8111,31779,C,220.87,117,1096
8111,80212,B,14.26,122,1091
8111,80212,C,40.04,108,972
8111,80212,D,162.69,181,1950
8112,3480,A,25.7,94,1009
8112,3480,B,73.98,123,1063
8112,3480,D,39.8,113,977
8112,1611,C,118.72,162,1585
8112,20109,B,46.22,149,1489
8112,20109,D,207.65,3,28
8112,31779,A,214.05,183,1697
8112,31779,B,3.1,69,586
8112,80212,A,27.07,44,418
8112,80212,B,64,148,1421
8112,80212,C,9.82,12,127
8115,3480,A,101.54,58,585
8115,1611,A,103.25,139,1355
8115,20109,A,76.22,55,484
8115,20109,C,146.37,177,1875
8115,80212,B,121.94,84,854
8115,80212,C,98.75,195,1968
8115,80212,D,209.28,56,502
8116,3480,B,103.9,50,514
8116,1611,C,123.66,197,2095
8116,20109,B,3.07,175,1724
8116,20109,C,82.74,31,319
8116,31779,B,210,137,1249
8116,31779,D,182.76,78,772
8116,80212,A,229.27,18,186
8116,80212,B,178.51,8,67
8121,3480,C,48.44,24,215
8121,20109,D,101.03,14,144
8121,31779,A,222.73,106,1004
8121,80212,A,138.44,23,219
8121,80212,C,214.65,27,286
8123,3480,A,179.83,166,1488
8123,3480,C,20.83,25,252
8123,3480,D,225.37,161,1553
8123,20109,B,87.69,1,11
8123,20109,D,139,45,387
8123,80212,C,214.93,151,1470
8128,1611,C,172.59,62,641
8128,20109,A,172.83,193,1887
8128,20109,B,68.95,40,407
8128,31779,A,227.16,77,737
8128,80212,A,124.56,24,204
8128,80212,B,142.4,188,1681
8128,80212,D,246.84,194,1784
8130,1611,B,231.05,124,1126
8130,20109,B,230.9,188,2017
8130,20109,D,34.68,196,1924
8130,31779,A,207.17,105,1045
8130,31779,C,26.55,107,922
8130,80212,A,201.24,32,294
8130,80212,C,196.18,15,132
8131,3480,B,170.26,145,1309
8131,1611,A,123.13,25,227
8131,1611,C,8.75,131,1364
8131,1611,D,118.71,128,1175
8131,31779,B,10.33,158,1503
8131,31779,C,247.81,48,500
8131,80212,B,86.14,54,573
8138,1611,A,24.73,8,81
8138,1611,B,189.13,196,1832
8138,20109,C,33.31,119,1183
8138,31779,B,238.34,119,1190
8138,31779,C,201.17,138,1161
8138,31779,D,130,0,0
8138,80212,C,165.42,36,380
8148,1611,A,142.74,45,453
8148,20109,B,202.87,171,1630
8148,31779,A,114.44,30,279
8148,31779,B,105.88,156,1469
8148,31779,C,146.43,64,611
8148,80212,A,144.5,138,1382
8148,80212,B,20.6,129,1152
8149,3480,B,147.07,50,472
8149,3480,C,58.41,106,960
8149,1611,A,262.3,90,783
8149,20109,B,193.97,195,2038
8149,20109,C,186.75,174,1603
8149,80212,B,102.52,107,1098
8149,80212,C,9.56,74,708
8161,1611,A,7.54,86,793
8161,1611,D,264.12,72,742
8161,20109,A,22.1,57,524
8161,31779,C,258.05,200,2104
8161,31779,D,302.1,69,653
8165,3480,B,271.11,190,1893
8165,1611,B,31.53,183,1946
8165,1611,C,80.11,177,1827
8165,1611,D,134.87,56,487
8165,20109,A,24.96,97,941
8165,20109,B,49.5,88,772
8165,31779,A,279.12,135,1326
8165,31779,B,69.95,15,134
8165,31779,D,202.62,37,321
8165,80212,A,160.97,181,1747
8165,80212,B,23.88,15,159
8168,3480,A,272.37,104,1088
8168,3480,B,164.26,146,1496
8168,3480,D,63.83,109,962
8168,1611,C,222.89,104,943
8168,20109,B,236.66,137,1402
8168,31779,A,283.98,160,1504
8168,80212,C,103.91,160,1467
8168,80212,D,126.56,159,1712
8174,1611,A,47.77,9,88
8174,1611,B,100.78,158,1457
8174,20109,B,314.04,82,766
8174,20109,C,93.22,143,1411
8174,80212,A,160.87,93,811
8174,80212,C,23.37,182,1835
8174,80212,D,257.12,178,1691
8175,3480,A,327.64,193,1695
8175,1611,B,42.33,80,718
8175,1611,D,186.23,157,1434
8175,20109,A,306.8,1,9
8175,20109,C,334.35,139,1480
8175,80212,A,30.92,102,1014
8175,80212,B,285.83,45,425
8181,3480,B,266.39,135,1235
8181,3480,C,40.41,174,1587
8181,3480,D,49.73,8,75
8181,20109,B,255.11,95,957
8181,20109,C,106.57,77,757
8181,31779,C,137.27,64,677
8181,80212,C,194.03,96,1006
8187,1611,A,138.25,30,323
8187,1611,B,326.85,136,1256
8187,20109,C,162.51,124,1240
8187,31779,B,32.63,169,1764
8187,80212,A,72.22,104,1032
8187,80212,C,240.73,113,1138
8187,80212,D,220.59,175,1475
8189,3480,C,176.88,144,1537
8189,1611,C,159.94,154,1654
8189,20109,A,225.67,126,1158
8189,31779,C,164.1,101,977
8189,31779,D,184.66,11,115
8189,80212,C,274.05,144,1525
8191,1611,A,212.34,30,263
8191,1611,B,130.11,5,45
8191,1611,C,276.71,100,890
8191,80212,B,31.74,36,371
8201,3480,C,70.47,91,858
8201,3480,D,218.12,87,873
8201,1611,C,159.55,90,910
8201,20109,A,237.43,31,291
8201,31779,B,179.1,82,745
8201,80212,A,125.01,146,1384
8201,80212,B,248.81,84,780
8204,3480,C,64.61,55,495
8204,20109,C,286.74,53,554
8204,80212,B,60.6,166,1766
8204,80212,C,262.05,108,938
8220,3480,B,382.35,76,773
8220,1611,B,436.97,91,920
8220,20109,A,299.85,156,1502
8220,20109,B,23.42,0,0
8220,31779,C,368.95,131,1198
8220,31779,D,219.8,112,941
8223,3480,B,418.04,188,1934
8223,1611,A,2.32,40,374
8223,1611,B,70.54,47,482
8223,80212,B,54.24,64,589
8223,80212,C,5.16,102,860
8223,80212,D,316.42,39,358
8225,3480,A,191.5,154,1648
8225,3480,B,119.54,43,462
8225,1611,A,439.4,6,55
8225,20109,A,418.54,97,924
8225,20109,D,28.67,75,769
8225,31779,C,418.29,36,346
8225,80212,B,43.8,161,1446
8225,80212,C,99.52,108,988
8229,3480,A,201.23,125,1199
8229,20109,B,313.31,164,1679
8229,20109,C,99.51,169,1766
8229,31779,A,143.16,7,61
8229,31779,B,213.72,45,385
8229,31779,C,109.91,161,1706
8229,80212,B,269.69,80,801
8229,80212,C,400.57,129,1378
8235,3480,A,120.54,159,1375
8235,3480,D,370.15,141,1260
8235,1611,C,248.72,51,442
8235,20109,A,449.56,185,1802
8235,20109,C,2.76,4,36
8235,20109,D,199.76,70,699
8235,31779,C,89.95,127,1099
8235,80212,B,364.44,74,714
8240,3480,A,106.2,122,1031
8240,3480,B,158.97,84,818
8240,3480,C,441.16,97,903
8240,1611,A,268.42,138,1178
8240,1611,B,142.83,168,1580
8240,1611,C,188.95,27,287
8240,1611,D,466.35,100,909
8240,20109,B,409.8,79,714
8240,20109,C,95.69,126,1112
8240,31779,A,452.68,37,375
8240,31779,B,62.68,109,1028
8240,31779,D,159.91,61,642
8240,80212,A,20.63,171,1843
8240,80212,C,22.42,46,465
8241,3480,A,347.44,70,675
8241,1611,C,97.32,19,181
8241,20109,A,212.98,41,345
8241,20109,B,249.09,82,775
8241,80212,A,50.6,106,1093
8241,80212,B,99.95,88,802
8241,80212,D,194.27,154,1505
8242,3480,B,281.8,134,1212
8242,3480,C,348.62,145,1562
8242,3480,D,284.81,11,96
8242,1611,B,147.7,70,730
8242,1611,C,385.2,14,122
8242,1611,D,105.1,17,182
8242,20109,A,391.09,138,1213
8242,20109,B,166.81,126,1169
8243,20109,A,121.19,184,1589
8243,20109,B,424.51,89,761
8243,20109,C,239.86,26,245
8243,20109,D,455.58,176,1850
8243,31779,A,33.17,181,1718
8243,80212,B,71,114,1198
8244,3480,A,386.64,65,690
8244,3480,C,361.42,78,768
8244,1611,B,6.06,168,1507
8244,1611,C,229.1,116,1156
8244,20109,A,423.89,168,1469
8244,80212,C,360.55,30,253
8244,80212,D,225.48,79,759
8250,3480,A,336,159,1507
8250,3480,B,320.01,105,951
8250,3480,C,57.44,37,329
8250,1611,B,381.01,42,356
8250,31779,B,241.37,184,1769
8250,31779,D,200.69,133,1251
8250,80212,C,418.47,190,1932
8251,3480,A,464.73,145,1526
8251,3480,C,68.88,129,1223
8251,3480,D,403.73,116,1141
8251,1611,A,159.92,169,1598
8251,1611,B,394.14,4,42
8251,1611,D,59.21,177,1803
8251,20109,C,338.96,182,1895
8251,31779,A,84.67,6,63
8251,31779,B,297.95,119,1085
8251,31779,C,60.26,47,438
8251,80212,A,332.4,42,391
8252,1611,A,94.69,132,1221
8252,20109,B,28.71,20,198
8252,31779,B,492.36,137,1264
8252,80212,A,319.51,180,1745
8252,80212,B,39.1,51,522
8252,80212,D,313.17,50,463
8253,3480,A,46.89,19,172
8253,3480,C,247.13,184,1793
8253,1611,B,358.31,193,1943
8253,1611,C,180.32,108,1133
8253,1611,D,425.4,104,1120
8253,80212,B,404.35,168,1704
8257,3480,A,304.56,75,670
8257,3480,C,66.8,137,1214
8257,1611,A,442.41,95,900
8257,1611,C,86.39,179,1605
8257,1611,D,64.49,21,206
8257,20109,A,158.15,173,1682
8257,20109,C,350.66,136,1379
8257,31779,B,208.47,150,1544
8257,31779,C,415.91,126,1121
8257,80212,A,325,165,1774
8257,80212,C,297.87,90,855
8258,3480,A,257.59,74,666
8258,1611,A,121.08,194,1781
8258,1611,B,9.8,28,298
8258,1611,C,373.23,49,505
8258,1611,D,410.78,43,443
8258,20109,A,239.51,29,274
8258,20109,B,145.7,48,435
8258,31779,B,129.57,69,612
8258,80212,A,50.63,75,760
8258,80212,D,221.7,77,678
8269,3480,A,71.48,177,1622
8269,3480,D,67.42,13,118
8269,1611,B,375.88,188,1803
8269,31779,A,249.99,13,134
8269,31779,B,261.49,184,1669
8269,80212,A,234.39,43,455
8269,80212,C,6.53,105,898
8270,3480,A,531.08,20,196
8270,3480,C,3.76,177,1596
8270,1611,B,278.15,181,1735
8270,1611,C,437.17,117,1122
8270,31779,B,411.72,6,51
8270,80212,B,137.71,86,811
8270,80212,C,129.25,18,184
8272,3480,B,268.95,62,524
8272,3480,C,402.93,39,391
8272,3480,D,233.51,100,890
8272,1611,A,229.47,64,688
8272,1611,B,465.79,169,1793
8272,20109,A,536.72,19,202
8272,80212,A,199.28,149,1410
8289,3480,B,364.84,35,356
8289,1611,A,355.43,141,1233
8289,1611,C,371.91,129,1258
8289,1611,D,560.66,2,21
8289,20109,C,345.08,50,446
8289,20109,D,94.41,68,703
8289,80212,C,32.75,158,1443
8291,3480,C,275.24,68,668
8291,3480,D,400.92,103,1103
8291,1611,C,78.21,12,113
8291,31779,A,95.55,105,1029
8291,31779,C,404.35,133,1227
8291,80212,A,382.2,37,335
8291,80212,B,339.81,198,1999
8291,80212,D,558.56,0,0
8298,3480,C,212.47,72,642
8298,1611,B,275.89,11,114
8298,20109,A,150.38,76,801
8298,20109,B,127.82,140,1358
8298,20109,D,78.25,91,955
8298,31779,B,578.82,148,1445
8298,80212,A,420.77,44,450
8304,3480,B,202.09,182,1879
8304,3480,D,194.97,29,281
8304,1611,A,54.32,145,1369
8304,1611,B,414.51,0,0
8304,20109,A,350.2,63,570
8304,31779,B,91.39,0,0
8304,80212,A,436.87,36,334
8322,3480,A,414.79,5,48
8322,3480,D,398.47,148,1356
8322,1611,A,632.36,89,796
8322,20109,C,498.18,26,231
8322,31779,A,408.97,25,264
8322,31779,B,587.19,191,1862
8322,80212,A,328.02,72,608
8323,3480,B,322.85,96,810
8323,20109,A,477.67,102,904
8323,20109,C,437.65,128,1184
8323,31779,A,460.91,11,115
8323,31779,D,511.21,121,1043
8323,80212,A,524.4,162,1473
8323,80212,D,222.89,22,224
8324,3480,B,454.04,2,21
8324,1611,A,50.59,164,1417
8324,1611,B,110.82,122,1038
8324,1611,C,131.72,183,1563
8324,1611,D,640.5,148,1437
8324,20109,A,341.11,146,1541
8324,20109,C,301.27,85,780
8324,80212,C,159.46,12,106
8339,3480,B,174.79,94,889
8339,1611,A,629.95,105,1015
8339,1611,B,238.4,199,1737
8339,1611,C,575.33,21,178
8339,1611,D,219.31,190,1715
8339,20109,B,627,61,523
8339,20109,C,639.94,9,84
8339,31779,A,556.69,172,1456
8339,31779,D,114.92,105,904
8339,80212,A,273.78,95,984
8356,3480,A,164.33,195,1975
8356,20109,B,7.06,194,1655
8356,31779,A,473.31,134,1337
8356,31779,B,182.59,150,1610
8356,31779,C,446.7,102,1038
8356,80212,B,443.06,114,1170
8356,80212,C,284.62,87,809
8358,3480,B,554.78,111,933
8358,1611,A,17.24,113,962
8358,1611,B,430.28,99,868
8358,1611,C,643.55,45,447
8358,1611,D,68.27,110,950
8358,20109,A,154.41,68,683
8358,20109,C,110.14,22,236
8358,31779,A,146.51,130,1272
8358,31779,C,418.19,87,922
8358,80212,B,282.18,167,1637
8359,1611,B,318.51,134,1433
8359,20109,B,80.24,115,1202
8359,20109,C,250.13,200,2134
8359,31779,A,149.77,136,1304
8359,31779,C,44.52,25,232
8359,31779,D,1.02,49,480
8365,3480,A,213.79,189,1759
8365,3480,B,71.64,189,1694
8365,1611,B,30.32,131,1216
8365,20109,A,376.19,62,587
8365,20109,B,530.02,130,1214
8365,20109,C,211.15,154,1410
8365,31779,B,686.45,166,1699
8367,3480,A,195.97,175,1779
8367,3480,B,221.25,185,1761
8367,20109,A,333.88,15,127
8367,20109,C,422.28,126,1072
8367,20109,D,703.56,69,655
8367,31779,A,357.36,185,1874
8367,80212,B,500.21,196,2044
8368,1611,A,186.83,80,860
8368,1611,B,81.23,15,156
8368,1611,C,140.56,184,1622
8368,1611,D,713.88,55,554
8368,20109,A,568.72,67,718
8368,80212,C,44.01,176,1883
8370,3480,C,114.64,10,88
8370,1611,B,440.93,73,704
8370,1611,C,436.33,121,1106
8370,20109,B,530.6,190,1710
8370,20109,D,701.38,29,306
8370,80212,C,443.57,100,845
8370,80212,D,3.51,67,702
8374,3480,A,574.81,86,829
8374,20109,A,289.33,108,1056
8374,20109,C,374.12,62,540
8374,31779,A,581.04,42,397
8374,31779,C,681.46,194,1973
8374,80212,B,434.08,187,1961
8374,80212,D,318.71,90,796
8379,3480,A,735.13,49,435
8379,3480,B,545.97,159,1597
8379,3480,D,176.95,113,1122
8379,1611,A,499.08,129,1355
8379,20109,A,378.97,11,115
8379,31779,B,206.55,152,1399
8392,3480,B,285.64,162,1558
8392,1611,A,260.29,73,623
8392,1611,B,668.22,199,1763
8392,1611,C,599.35,127,1090
8392,31779,A,505.7,38,406
8392,80212,A,576.1,169,1722
8392,80212,B,142.66,91,909
8402,3480,B,547.1,98,1046
8402,3480,D,361.34,182,1557
8402,20109,A,552.49,79,774
8402,20109,B,181.53,137,1221
8402,31779,B,286.37,197,1666
8402,31779,D,748.93,40,401
8402,80212,A,274.51,92,945
8412,3480,A,702.51,161,1441
8412,1611,B,274.32,192,1855
8412,31779,A,208.26,0,0
8412,31779,B,516.58,153,1652
8412,31779,D,419.94,103,955
8412,80212,B,408.54,191,1709
8412,80212,C,633.35,46,425
8420,3480,B,178.61,32,330
8420,3480,C,360.67,198,1713
8420,1611,B,799.31,16,146
8420,1611,C,38.42,48,455
8420,1611,D,117.4,139,1276
8420,20109,B,175.1,62,631
8420,20109,D,810.79,1,9
8420,31779,A,776.8,119,1209
8420,31779,B,331.19,186,1568
8420,31779,C,305.86,110,1126
8420,31779,D,775.92,100,957
8420,80212,A,30.84,110,1179
8420,80212,C,772.21,119,1205
8421,3480,B,760.52,181,1887
8421,1611,A,172.01,169,1712
8421,20109,C,156.57,114,1158
8421,31779,C,816.97,79,749
8421,80212,A,637.99,17,176
8421,80212,B,368.65,40,367
8421,80212,D,372.28,113,1168
8424,3480,B,816.92,102,859
8424,3480,C,295.04,18,180
8424,20109,A,206.88,45,411
8424,20109,B,316.63,173,1747
8424,31779,A,51.96,139,1377
8424,31779,B,85.84,187,1876
8424,31779,C,196.87,34,350
8426,3480,A,168.81,91,918
8426,1611,B,51.78,108,933
8426,20109,A,834.62,28,290
8426,20109,C,514.56,28,248
8426,31779,A,387.87,152,1438
8426,31779,D,176.97,161,1526
8426,80212,A,197.23,48,487
8436,3480,A,722.04,87,865
8436,3480,B,831.28,162,1686
8436,3480,C,306.11,103,962
8436,3480,D,169.65,116,1136
8436,1611,B,319,145,1364
8436,20109,B,504.77,79,843
8436,20109,C,558.54,8,76
8438,3480,B,365.17,139,1334
8438,1611,B,337.34,143,1270
8438,1611,C,100.47,71,734
8438,1611,D,750.38,122,1213
8438,20109,B,231.92,35,373
8438,31779,B,77.48,63,533
8438,80212,C,767.3,195,1696
8444,3480,A,142.01,33,332
8444,3480,C,432.84,117,1147
8444,1611,B,807.23,143,1509
8444,20109,B,485.74,16,138
8444,20109,C,828.61,168,1580
8444,31779,B,444.63,180,1938
8444,31779,C,625.85,163,1439
8448,3480,B,598.24,93,784
8448,3480,C,707.62,26,238
8448,3480,D,373.08,184,1788
8448,1611,B,474.53,170,1683
8448,1611,D,365.36,76,670
8448,80212,A,90.02,62,666
8448,80212,B,191,195,2017
8449,3480,A,236.37,1,11
8449,1611,B,265.38,50,481
8449,20109,A,399.86,186,1890
8449,20109,C,246.18,193,1787
8449,80212,A,722.59,94,942
8449,80212,B,225.88,24,259
8449,80212,D,142.79,184,1783
8454,3480,A,409.56,13,140
8454,1611,A,59.27,134,1203
8454,20109,A,234.84,42,408
8454,20109,D,857.36,76,717
8454,31779,B,297.83,87,753
8454,80212,A,345.16,148,1292
8454,80212,C,724.6,177,1721
8465,3480,A,63.29,172,1553
8465,3480,B,304,195,1892
8465,3480,C,160.05,39,394
8465,1611,C,308.95,191,1784
8465,31779,B,598.15,125,1201
8465,31779,C,667.11,31,326
8465,80212,C,487.06,55,531
8467,3480,A,610.1,71,628
8467,3480,C,692.24,114,1121
8467,31779,A,760.73,199,2120
8467,31779,C,457.48,98,983
8467,31779,D,294.76,21,225
8468,3480,A,513.54,90,968
8468,1611,C,433.99,115,1113
8468,20109,A,356.57,107,979
8468,20109,B,868.93,155,1581
8468,31779,B,581.29,12,126
8468,31779,C,895.91,21,227
8468,80212,A,346.1,39,374
8472,3480,B,484.34,157,1321
8472,3480,D,193.44,57,564
8472,20109,A,220.94,148,1269
8472,80212,B,263.25,150,1382
